1987,81361,0,0,18,163
1960,29440,1,1,95,17
1970,36138,1,1,48,130
1957,50388,0,1,3,292
1973,79593,0,0,70,350
1967,54178,0,1,79,135
1972,42394,1,0,69,15
1970,23626,1,0,84,27
1983,30096,1,0,30,5
1960,47916,0,1,72,505
1972,51813,1,1,37,51
1951,78497,0,0,44,207
1983,50150,0,0,32,135
1960,47823,0,1,0,53
1959,34554,0,1,43,41
1979,85693,0,1,59,386
1945,65846,0,0,68,562
1959,87195,0,0,35,217
1979,24594,1,0,94,1
1964,49096,1,1,15,144
1969,52413,0,2,56,295
1978,38557,1,0,17,76
1960,89058,0,0,18,454
1979,77298,0,1,46,425
1991,68126,0,0,40,1332
1963,57288,0,1,27,527
1991,86037,0,0,95,490
1980,43974,1,0,19,378
1962,50785,1,1,27,64
1970,90765,0,0,25,547
1978,36550,1,0,74,47
1967,30753,1,1,85,12
1969,21918,1,0,37,1
1953,56129,0,1,65,320
1967,32557,1,0,13,34
1985,19510,2,0,63,9
1976,30992,1,0,83,17
1983,101970,0,0,69,722
1965,71488,0,0,87,162
1984,79607,0,0,37,450
1953,54348,1,1,51,70
1956,77376,1,1,72,492
1952,62998,0,1,10,120
1958,61331,1,1,42,534
1969,73448,0,0,10,236
1964,41551,1,1,51,220
1967,62981,0,0,21,796
1976,9548,1,0,31,0
1959,33762,2,1,61,53
1973,35860,1,1,37,15
1965,36921,1,1,74,17
1992,92859,0,0,46,962
1976,65104,0,1,4,738
1962,86111,0,0,73,399
1974,68352,0,1,47,614
1988,41883,1,0,13,32
1976,59809,0,2,36,598
1975,23957,1,0,47,2
1981,38547,1,0,49,6
1973,35688,2,1,94,73
1966,49605,0,0,65,42
1953,59354,0,2,59,295
1969,65747,0,1,96,346
1972,46344,0,1,28,233
1988,34176,1,0,12,5
1952,61010,0,1,57,888
1949,69372,0,0,10,997
1958,49967,0,1,4,212
1978,60199,1,2,49,8
1977,55375,0,1,3,42
1955,80317,0,0,64,536
1958,30523,2,1,0,5
1945,70356,0,0,20,1349
1984,23228,1,0,91,53
1975,74165,0,0,9,1001
1973,157243,0,1,98,20
1966,43482,2,1,83,18
1953,62551,0,0,27,125
1959,52332,0,0,63,212
1988,66951,0,0,46,277
1957,26091,1,1,84,15
1965,33456,1,1,58,7
1982,28718,1,0,78,12
1970,50447,2,0,4,85
1959,53537,1,1,17,81
1967,52074,0,1,77,59
1975,80427,0,1,56,1149
1948,83837,0,0,79,847
1970,38853,1,1,90,29
1959,38285,2,1,96,2
1951,78497,0,0,44,207
1976,51650,0,1,81,152
1988,16248,1,0,77,12
1946,66835,0,0,21,620
1984,30477,1,0,16,47
1961,28249,0,0,80,1
1983,25271,1,0,45,10
1970,32303,0,1,63,35
1966,61286,0,1,34,356
1976,74068,0,0,14,783
1964,45759,1,1,13,42
1978,24882,1,0,52,1
1989,66973,0,0,98,466
1900,36640,1,0,99,15
1988,38872,1,0,93,23
1973,51148,1,1,38,235
1977,31353,1,1,24,10
1980,69661,0,0,80,656
1954,80067,0,0,82,519
1954,86718,0,0,20,344
1973,46854,1,1,81,96
1952,69142,0,1,50,448
1968,75922,0,0,60,265
1978,63693,0,1,63,587
1977,102160,0,0,54,763
1965,40637,1,1,72,22
1984,18890,0,0,5,6
1988,29604,1,0,88,7
1963,48721,1,1,50,81
1966,44794,0,1,99,54
1954,64497,0,1,17,1170
1956,46097,0,1,11,72
1954,77972,0,0,18,613
1968,44377,1,1,70,224
1974,46014,1,1,21,410
1985,70951,0,0,66,239
1977,41443,1,0,79,171
1978,52195,2,1,2,12
1948,83790,0,0,81,1076
1954,44551,0,1,24,182
1980,69508,1,0,48,824
1988,45204,1,0,93,30
1969,72460,0,0,56,377
1970,77622,0,2,3,520
1980,30732,1,0,44,155
1962,63887,0,1,38,897
1978,42011,1,0,46,131
1976,51369,0,1,84,297
1952,51537,0,1,27,787
1972,79930,0,0,72,792
1986,34320,1,0,66,4
1966,37070,1,1,30,231
1962,81975,0,1,2,983
1971,38590,1,0,65,3
1951,15033,0,0,37,0
1965,62745,0,1,89,562
1975,22212,1,0,49,5
1982,23661,1,0,46,18
1958,79761,0,1,32,415
1973,7500,1,0,54,5
1893,60182,0,1,23,8
1968,73455,0,0,98,901
1958,64961,0,1,97,382
1971,22804,1,0,75,14
1990,73687,0,0,8,559
1958,61074,0,1,37,789
1964,31686,1,1,31,11
1972,80134,1,0,40,1218
1953,75027,0,1,74,925
1988,67546,0,0,90,864
1969,65176,0,1,57,960
1975,31160,1,0,59,16
1985,29938,1,0,52,3
1974,102692,0,0,5,168
1958,26490,0,0,92,45
1967,75702,1,1,77,650
1974,30899,1,0,35,24
1961,63342,0,1,48,918
1964,45989,0,1,97,138
1964,18701,1,1,95,12
1957,40737,2,1,24,11
1979,15287,1,0,60,1
1968,69674,0,2,46,554
1970,44159,1,0,85,167
1978,37717,1,0,31,9
1952,43776,1,1,9,177
1966,38179,1,1,30,38
1963,80124,0,0,47,483
1970,38097,1,1,70,77
1970,72940,0,0,13,182
1970,22070,1,0,11,10
1953,69267,0,0,31,778
1983,31788,1,0,15,16
1975,61905,0,1,2,167
1960,29315,1,1,55,13
1963,33378,1,1,38,33
1963,66313,0,1,86,625
1956,60714,0,0,56,216
1981,77882,0,0,29,68
1986,69867,0,0,30,196
1968,63841,0,1,64,635
1981,24480,1,0,46,4
1976,51369,0,1,84,297
1946,37760,0,0,20,84
1974,65640,0,1,74,204
1975,44319,1,1,18,26
1974,30631,1,0,75,15
1952,75278,0,0,17,304
1956,50898,1,1,88,285
1966,79946,0,0,19,395
1949,35416,0,0,62,248
1984,32414,0,0,11,20
1969,38361,1,0,74,39
1980,82497,0,0,32,777
1971,16626,2,0,76,8
1965,29672,1,1,6,9
1952,55951,0,1,62,1241
1988,35388,1,0,20,6
1986,42386,1,0,43,65
1982,68627,0,0,45,395
1965,57912,0,1,34,801
1958,35246,1,1,53,36
1956,58821,0,1,44,513
1978,46377,1,0,89,37
1988,39747,1,0,43,80
1984,23976,1,0,68,14
1961,80950,0,0,44,525
1966,27038,0,0,64,1
1947,77457,0,0,85,675
1964,64100,0,1,93,509
1992,42670,0,0,12,154
1976,12571,1,0,86,3
1967,22574,2,1,28,25
1976,70893,0,0,42,768
1966,54198,1,1,13,185
1956,28839,1,1,86,24
1972,40321,1,1,59,44
1985,66503,1,0,30,91
1951,30833,1,1,33,11
1971,64795,0,1,23,412
1974,34421,1,0,81,3
1965,47025,1,1,6,16
1961,64325,0,1,41,731
1953,40464,0,1,78,424
1957,62187,0,0,49,792
1976,14849,1,0,39,21
1984,27255,1,0,3,22
1950,54432,2,1,37,33
1986,29999,1,0,22,68
1983,24072,1,0,79,9
1989,33996,0,0,46,40
1956,66334,0,1,82,909
1971,35178,1,0,10,23
1983,22010,1,0,51,11
1960,62204,0,2,38,317
1968,75693,0,0,10,797
1972,30675,1,0,14,10
1965,83003,0,0,18,856
1899,83532,0,0,36,755
1988,68655,0,0,95,456
1986,41411,0,0,11,37
1969,55212,0,1,65,1103
1950,59292,0,1,71,378
1973,27190,1,0,13,1
1952,82623,0,0,58,204
1965,44300,1,1,65,30
1970,84835,0,0,0,189
1971,30372,1,1,33,15
1976,33181,1,0,90,9
1957,71113,0,1,95,495
1986,71952,1,0,93,656
1966,69759,0,0,38,452
1974,72099,0,0,18,546
1976,60000,0,1,57,1048
1978,38643,1,1,45,22
1955,50737,0,1,61,78
1969,68462,0,0,6,561
1943,65073,0,0,65,629
1948,46681,0,2,52,269
1957,78618,0,0,87,736
1969,62187,0,1,38,512
1978,28442,2,0,53,19
1978,37717,1,0,31,9
1967,51479,1,1,67,247
1969,54803,0,1,65,404
1960,79530,0,0,64,333
1976,31615,1,0,82,2
1962,72025,0,0,27,833
1975,52614,0,1,63,789
1984,35684,1,0,66,10
1975,48178,1,1,69,159
1970,29548,1,0,52,7
1966,63810,0,1,45,977
1972,38578,1,1,2,38
1975,46098,1,1,86,57
1970,22585,0,0,23,3
1989,30279,1,0,13,10
1961,66426,0,1,14,1043
1969,30822,1,0,92,3
1969,33581,2,0,38,11
1985,19986,1,0,74,3
1954,27421,0,0,14,43
1973,35688,2,1,94,73
1981,36143,1,0,33,12
1971,10245,1,0,32,4
1968,43795,0,1,11,314
1960,63381,0,1,78,571
1949,38823,0,1,56,70
1968,83664,1,1,57,866
1979,90300,0,0,7,594
1979,62499,1,0,0,140
1993,74293,0,0,66,375
1946,51012,0,0,86,102
1968,70777,0,1,80,554
1991,68682,0,0,56,919
1971,43824,1,1,18,96
1984,15345,1,0,51,5
1987,23442,1,0,71,2
1980,14515,1,0,71,6
1956,31395,1,1,80,23
1965,75276,0,0,2,610
1974,42373,1,1,83,67
1960,30507,0,0,29,65
1955,55521,1,2,11,416
1965,48006,1,1,55,23
1972,27213,1,0,19,19
1971,65808,1,1,1,155
1974,30351,1,0,19,14
1963,50437,0,2,28,370
1982,23616,1,0,76,4
1976,53858,0,1,50,407
1955,66465,0,1,1,1200
1987,46923,1,0,90,85
1962,75072,0,1,83,583
1943,75865,0,0,73,483
1975,19789,1,0,24,2
1994,80134,0,0,11,966
1981,91065,0,0,33,822
1971,49505,1,1,4,604
1973,37401,1,0,14,19
1983,30096,1,0,30,5
1982,18492,1,0,75,2
1974,82584,0,0,26,1076
1941,93027,0,0,77,1285
1953,48686,1,2,8,10
1986,92910,0,0,42,551
1989,75433,1,0,28,800
1989,10404,1,0,52,2
1968,61314,0,1,1,378
1961,84865,0,0,1,1248
1989,42387,1,0,42,235
1967,67309,1,1,76,515
1964,75236,0,1,27,438
1970,30015,1,0,28,25
1956,50943,0,1,49,31
1966,67272,0,1,12,357
1949,51529,0,1,14,400
1971,32011,1,0,89,99
1986,7500,1,0,96,1
1989,28691,1,0,56,5
1948,56223,0,1,72,77
1946,18100,0,0,14,3
1989,30279,1,0,13,10
1974,20130,0,0,99,0
1959,23295,0,0,72,0
1972,42618,1,0,92,76
1964,81246,0,0,87,398
1976,24027,1,0,7,14
1953,55707,0,1,91,208
1955,57959,0,1,71,430
1969,56796,0,1,24,656
1971,36230,1,0,17,14
1980,70829,1,1,87,141
1976,65991,0,1,21,507
1972,38988,1,2,90,164
1966,89572,0,0,44,606
1984,42207,1,0,71,116
1952,50300,0,1,52,143
1982,66664,0,0,78,398
1964,60597,0,1,2,522
1949,70165,0,0,60,161
1958,50520,0,1,25,112
1963,80124,0,0,47,483
1975,33183,1,0,46,7
1969,66582,0,0,83,789
1955,75261,0,0,17,1239
1970,31880,1,0,13,4
1951,53790,0,2,86,335
1971,49269,1,0,92,639
1975,61456,0,1,47,563
1980,37406,1,0,18,2
1981,56937,1,0,81,746
1978,38415,1,1,91,22
1988,20518,1,0,58,4
1956,62503,0,1,40,478
1972,41644,1,1,67,20
1977,55842,0,1,19,451
1972,62010,0,1,93,371
1977,41124,1,0,41,281
1973,38961,1,0,60,19
1972,37760,1,0,54,26
1974,32233,1,0,26,138
1975,43057,0,1,30,213
1960,83151,0,0,93,407
1964,78825,0,0,35,483
1976,65104,0,1,4,738
1974,60093,0,1,92,502
1969,14045,1,0,24,11
1952,28457,0,0,96,24
1958,78952,0,1,11,1170
1976,46310,1,0,99,185
1955,76005,0,0,72,983
1964,58308,0,1,77,691
1944,55614,0,0,85,504
1962,59432,0,1,88,317
1978,55563,0,1,22,29
1971,78642,0,1,83,1396
1949,67911,0,1,63,529
1944,65275,0,0,9,388
1950,27203,1,1,92,13
1961,48330,0,1,2,28
1990,24279,0,0,6,16
1985,64355,1,0,66,1047
1956,50943,0,1,49,31
1953,53653,0,0,29,815
1976,65665,0,1,77,225
1989,81217,0,0,77,493
1992,34935,0,0,71,34
1959,61250,0,1,49,382
1981,39665,1,0,97,127
1979,60152,0,1,6,325
1964,48920,0,2,93,238
1959,89120,0,0,78,1168
1946,44124,0,1,62,284
1975,81169,0,0,47,1288
1961,36443,1,1,9,65
1990,26095,1,0,77,11
1959,71367,0,0,24,227
1944,80184,0,0,19,1035
1965,30630,1,1,67,27
1987,73454,0,0,95,982
1991,42691,0,0,48,179
1953,70503,0,0,73,1379
1987,25545,1,0,35,32
1986,32880,1,0,76,8
1958,77863,0,0,20,881
1977,50353,0,0,72,141
1964,61839,0,0,20,1000
1960,49154,1,1,69,206
1975,47682,0,1,80,162
1969,72679,0,1,65,619
1977,57954,1,1,52,456
1962,65316,1,1,65,112
1982,28567,1,0,57,11
1951,47352,0,1,70,172
1967,44931,0,1,0,78
1967,76982,0,0,19,464
1952,57247,0,1,50,99
1981,22944,1,0,67,19
1977,25315,1,0,46,1
1969,43638,0,1,37,63
1984,42710,1,0,38,252
1982,84169,0,0,9,1478
1976,54058,0,1,56,198
1990,24683,1,0,98,8
1964,85620,0,0,68,416
1980,47850,1,0,72,42
1968,19514,1,1,47,14
1973,27159,1,1,33,17
1963,39548,1,1,87,15
1989,21474,1,0,0,6
1971,60504,0,1,73,458
1963,22419,0,0,74,30
1949,81698,0,0,4,179
1952,43462,1,1,50,90
1978,54880,1,0,57,308
1982,79908,0,0,30,557
1970,15315,0,0,27,7
1959,87771,0,1,61,1492
1978,33039,1,0,4,30
1980,81741,0,0,75,249
1971,71499,0,1,12,465
1970,62466,0,1,13,129
1963,48799,0,1,9,174
1950,52157,0,1,48,189
1962,66565,0,1,80,747
1951,29298,1,1,60,6
1979,47691,0,1,43,14
1970,38200,1,1,19,12
1974,44989,0,1,26,98
1968,38443,1,1,58,32
1978,38593,1,0,42,51
1970,64413,0,1,27,200
1981,36959,1,0,56,25
1977,61996,0,1,27,1050
1968,51287,1,1,10,117
1970,13260,1,1,48,9
1966,47472,1,1,39,56
1956,54603,1,1,85,145
1974,45207,1,1,64,203
1951,40689,0,1,69,270
1967,47821,1,1,54,9
1951,27450,0,0,57,37
1983,39453,1,0,64,46
1971,26850,1,1,10,31
1955,79800,0,0,65,1060
1961,61794,0,1,74,264
1955,53863,0,1,4,399
1959,24221,0,0,94,8
1984,39684,1,0,41,19
1975,92163,0,0,25,817
1965,69882,0,0,94,292
1977,33178,1,0,9,12
1972,59973,0,0,47,130
1975,17459,1,0,12,6
1969,23910,1,0,80,16
1969,42169,1,1,20,19
1978,26224,1,0,39,4
1981,31089,1,0,57,31
1961,30081,0,1,27,36
1960,62807,0,1,83,526
1955,72906,0,0,79,400
1948,61467,0,2,69,410
1966,49618,1,1,77,80
1986,21888,1,0,15,88
1973,42429,0,1,99,55
1956,26150,2,1,61,5
1975,30801,0,1,23,8
1965,81168,0,0,84,410
1969,26877,0,0,74,101
1944,45006,0,0,90,162
1973,18978,1,0,41,2
1967,22574,2,1,28,25
1969,48240,0,0,73,389
1974,45837,1,1,88,215
1965,35791,2,1,94,27
1976,162397,1,1,31,85
1978,54162,1,1,31,5
1960,30522,0,1,6,179
1961,54456,0,1,23,352
1971,31632,0,0,92,17
1949,72298,0,0,52,625
1978,36975,1,0,50,10
1955,72635,0,0,54,390
1976,13624,1,0,93,10
1975,84196,0,1,56,215
1960,70971,0,1,28,1001
1977,34487,1,1,94,19
1977,28769,1,0,76,41
1970,69084,1,0,43,1181
1958,65488,0,0,46,603
1970,62466,0,1,13,129
1960,32218,0,0,27,10
1973,83917,0,0,12,514
1962,46102,2,1,3,14
1952,84574,0,0,72,387
1962,56181,0,1,6,121
1950,63120,0,1,53,965
1971,73691,0,1,58,707
1960,63381,0,1,78,571
1948,76140,0,0,57,586
1959,62859,0,1,37,1063
1964,45906,0,1,20,305
1947,77632,0,0,73,1200
1971,46463,1,1,56,163
1970,105471,0,0,36,1009
1970,55282,1,0,9,125
1977,78710,0,1,42,721
1958,66886,0,1,28,315
1960,98777,0,0,23,1000
1985,29103,1,0,38,16
1974,67445,0,1,63,757
1950,50616,0,1,71,30
1955,49431,0,1,9,219
1975,153924,0,0,81,1
1953,61278,0,1,87,111
1958,26490,0,0,92,45
1947,73059,0,1,36,410
1966,46734,1,2,86,100
1963,56253,0,1,83,509
1985,19986,1,0,74,3
1975,58330,0,1,87,445
1980,25965,0,0,29,2
1956,14661,0,0,88,4
1959,18690,0,0,77,6
1974,45068,0,1,25,14
1987,21063,1,0,34,1
1968,29187,1,0,43,26
1971,54690,1,1,76,111
1964,59304,0,1,81,418
1962,59247,0,2,87,327
1970,66731,0,1,33,371
1980,77353,0,1,38,275
1975,52614,0,1,63,789
1974,26751,2,0,26,1
1963,81300,0,1,17,1004
1979,70337,0,0,75,187
1985,36145,1,0,13,56
1980,65295,0,0,19,365
1963,68118,0,1,51,595
1967,68743,0,0,81,1132
1982,41039,0,0,32,34
1955,38946,0,1,84,116
1967,65777,0,0,87,565
1976,66476,0,1,99,372
1972,86857,0,0,96,899
1982,160803,0,0,21,55
1989,77845,0,0,40,760
1969,69476,0,0,3,260
1960,50611,0,1,98,459
1970,61209,0,0,73,466
1958,42315,0,1,90,67
1952,13084,0,0,29,2
1949,47570,1,1,3,67
1961,61923,0,2,94,92
1995,34824,0,0,65,4
1949,26518,1,1,33,20
1961,45938,0,0,46,273
1960,78468,0,0,29,434
1973,78901,0,1,99,321
1978,71427,2,0,26,212
1978,71022,0,1,30,909
1988,90247,0,0,27,1184
1968,41335,1,0,24,112
1986,71952,1,0,93,656
1970,35682,1,0,34,23
1951,43185,0,1,88,537
1948,66375,0,1,96,712
1971,35178,1,0,10,23
1986,25252,1,0,26,1
1965,55250,0,1,49,664
1975,33249,1,0,11,6
1953,58398,0,0,44,299
1982,50272,1,0,75,99
1975,76618,0,0,64,749
1960,87305,0,0,19,345
1978,25851,1,0,45,9
1970,58710,0,1,77,440
1958,45160,1,1,9,8
1965,74806,0,1,1,670
1954,59111,0,0,90,524
1984,18988,1,0,43,6
1965,72190,0,0,79,597
1976,7500,1,0,19,7
1966,44794,0,1,99,54
1955,80395,0,0,62,445
1976,75012,0,0,41,294
1965,56962,2,1,60,292
1991,89891,0,0,17,412
1949,35946,1,1,24,8
1953,53593,1,1,60,349
1978,66373,1,1,57,328
1948,45072,1,2,74,144
1973,89694,1,1,22,1126
1949,72025,0,0,46,967
1973,67432,0,1,69,432
1952,70545,0,1,29,138
1989,17487,1,0,37,0
1969,62882,0,1,26,509
1953,64108,0,1,8,948
1956,34941,1,1,26,39
1950,48767,1,2,79,28
1978,38702,1,0,71,13
1964,82224,0,0,83,307
1952,83844,0,0,57,901
1975,17003,1,0,37,2
1995,71163,0,0,30,283
1970,33697,1,0,34,4
1954,63564,0,0,0,769
1972,83443,0,0,89,518
1958,51518,0,1,92,350
1975,58330,0,1,87,445
1969,80952,0,0,20,778
1979,75507,0,0,56,709
1978,63855,0,0,28,359
1972,62220,0,1,55,799
1964,58512,0,1,25,895
1979,40662,1,0,0,40
1959,38829,0,1,86,76
1981,35523,1,0,8,11
1967,79146,1,1,33,245
1988,78285,0,0,13,647
1978,31626,1,0,12,39
1952,75127,0,0,92,203
1955,48726,0,1,90,138
1977,74985,0,0,8,587
1987,67430,0,0,6,595
1965,46891,0,1,91,43
1956,62058,0,1,52,301
1979,72063,0,1,3,180
1951,78939,0,0,57,794
1965,42720,1,1,9,392
1972,33622,1,1,22,39
1957,6835,0,1,76,107
1953,41452,1,1,86,13
1965,40760,0,1,64,70
1958,74250,0,0,90,680
1955,51124,1,1,79,26
1971,72258,0,1,28,522
1974,71466,0,0,86,412
1976,36283,1,1,42,6
1970,20587,1,0,39,2
1972,30467,1,0,8,1
1972,31590,1,0,40,6
1986,20425,1,0,5,4
1960,17144,1,1,96,18
1968,42564,0,1,28,324
1978,43783,1,0,22,327
1976,40780,0,1,30,229
1945,62847,0,0,45,521
1957,82017,0,0,58,184
1950,16813,0,0,49,4
1978,51267,1,1,37,183
1961,46524,0,1,70,31
1962,45183,0,0,33,219
1954,70421,0,1,98,479
1965,60161,0,1,17,584
1973,73926,0,0,54,627
1968,19329,1,0,39,24
1970,61872,0,1,81,330
1956,46984,1,1,71,19
1951,34838,1,1,62,28
1944,82716,0,0,8,606
1958,48192,0,0,76,1039
1976,49681,0,2,66,411
1971,56850,0,1,83,34
1957,55267,0,1,28,161
1972,59666,1,1,87,623
1972,72504,0,1,43,604
1981,26872,0,0,0,3
1972,21359,1,0,1,12
1975,73170,0,0,1,184
1955,52750,0,1,72,393
1986,91820,0,0,72,410
1970,65968,0,1,12,376
1976,30772,1,1,89,7
1954,22507,0,0,67,68
1972,65685,0,1,54,642
1978,25804,1,0,34,8
1980,76412,0,0,15,840
1972,22063,1,0,43,7
1961,57091,0,0,0,464
1963,22419,0,0,74,30
1959,87771,0,1,61,1492
1959,78353,0,1,51,752
1954,93404,1,2,97,1279
1962,37859,1,2,75,22
1958,80995,0,1,83,860
1984,16529,1,0,23,3
1976,55412,1,1,65,10
1992,48789,0,0,94,351
1967,56575,0,2,42,421
1980,25130,1,0,10,2
1967,35441,1,1,94,25
1956,71391,0,1,50,336
1972,49494,1,0,46,191
1980,81702,0,0,98,563
1980,45889,0,1,42,31
1977,56628,0,1,30,479
1950,34026,1,1,11,18
1974,40049,0,1,61,91
1988,34176,1,0,12,5
1981,19419,1,0,76,2
1960,82504,0,0,2,362
1970,81205,0,0,43,724
1991,61618,0,0,27,605
1956,55284,0,1,60,547
1963,49980,0,1,79,104
1980,15072,2,0,96,8
1974,49166,0,1,17,224
1954,65324,0,1,0,384
1957,82347,0,0,38,556
1966,30843,1,1,43,24
1974,46374,0,1,1,408
1979,60474,0,1,25,265
1973,38576,0,1,2,34
1985,55357,2,0,66,374
1966,37758,1,1,49,27
1989,85710,0,0,5,600
1969,23228,1,0,71,13
1969,44602,1,1,35,167
1987,7500,0,0,94,0
1989,38683,1,0,80,46
1975,49514,1,0,61,88
1973,57906,0,1,29,243
1966,43456,0,1,0,275
1986,19485,2,0,80,6
1978,53172,0,1,54,121
1979,30545,1,0,71,4
1983,70123,0,0,27,1308
1959,62450,0,1,61,515
1976,21675,1,0,55,4
1981,42395,1,1,35,48
1978,61346,1,0,34,562
1953,80812,0,0,95,769
1971,42835,1,1,64,379
1983,39922,1,0,30,29
1956,86424,0,0,12,387
1978,17117,1,0,96,12
1972,24762,1,0,16,6
1975,35797,0,1,16,27
1975,36627,2,0,78,9
1981,51111,1,1,83,22
1972,86857,0,0,96,899
1970,82072,0,0,67,889
1953,46231,2,1,87,189
1959,42243,1,1,34,48
1962,51195,1,1,46,230
1978,68092,0,0,7,852
1973,31814,1,0,73,35
1965,51390,1,1,54,205
1983,76630,0,0,93,255
1991,26868,1,0,52,0
1943,48948,0,0,53,437
1972,55260,0,1,81,825
1956,64090,0,1,8,316
1958,78331,0,1,97,756
1974,37087,1,0,50,194
1986,21846,1,0,38,7
1958,81320,0,0,61,183
1970,54137,0,1,46,171
1967,66825,0,0,73,243
1973,57100,0,0,19,181
1969,58917,1,2,10,151
1977,85072,0,0,94,494
1961,86429,0,0,10,464
1971,45684,1,0,37,5
1974,47889,1,0,94,29
1986,45921,0,0,23,102
1966,78420,0,0,75,604
1992,75114,0,0,40,571
1963,52278,0,1,24,953
1972,35641,1,0,11,63
1994,95529,0,0,29,770
1954,62820,0,0,51,398
1960,73113,0,0,86,741
1982,84169,0,0,9,1478
1954,42607,0,1,30,156
1954,74637,0,0,73,960
1955,46015,1,1,25,38
1993,72354,0,0,67,315
1969,39858,1,0,67,15
1948,34469,1,1,58,19
1986,83033,1,0,82,812
1979,24401,0,0,98,73
1978,77583,0,0,93,372
1982,74116,0,0,53,871
1993,74293,0,0,66,375
1976,68397,0,1,6,760
1974,79632,0,0,42,471
1989,46107,1,0,78,31
1951,64950,0,1,29,819
1989,25443,1,0,82,1
1952,75127,0,0,92,203
1971,32892,1,0,78,26
1971,71796,0,0,54,354
1970,67536,0,1,45,1253
1971,55239,0,1,59,371
1975,60554,1,0,8,588
1952,64831,1,1,51,480
1962,56067,0,1,51,517
1983,82025,0,0,76,267
1953,94384,0,0,62,1111
1986,14906,0,0,86,7
1987,51563,0,0,60,1166
1982,57937,0,1,56,261
1979,68274,1,1,83,135
1977,39771,1,0,92,6
1975,67893,0,1,31,711
1979,27922,1,0,80,11
1976,52190,1,1,39,42
1973,44051,1,1,20,79
1971,42767,2,0,53,20
1976,46106,1,1,84,30
1976,16927,1,1,50,20
1965,59754,0,1,96,115
1952,53700,0,1,94,263
1973,59041,1,1,25,69
1957,54237,0,1,48,267
1967,70647,0,1,65,561
1962,52597,0,1,69,492
1969,41021,1,0,12,14
1975,40233,0,1,84,80
1980,50183,1,1,47,97
1959,54753,0,1,87,197
1973,92955,0,0,35,693
1973,33471,1,0,47,43
1974,34596,1,0,48,14
1980,44010,1,0,46,186
1988,84219,0,0,27,434
1968,40706,2,1,37,59
1988,15716,1,0,8,16
1959,59052,0,1,29,230
1971,80573,0,0,85,829
1962,83715,0,0,2,318
1959,82576,0,0,66,1206
1965,56962,2,1,60,292
1952,35704,1,1,54,30
1954,53103,0,1,70,729
1960,46779,1,1,55,12
1965,4861,0,0,20,2
1979,33462,1,0,78,22
1978,63693,0,1,63,587
1950,80763,0,0,17,674
1974,65352,0,1,43,284
1978,82170,0,0,13,1023
1969,75759,0,0,46,1394
1976,79689,0,0,65,311
1956,35340,1,1,1,27
1954,85683,0,0,6,1296
1972,24884,1,0,32,3
1981,42021,1,0,34,393
1989,64449,1,0,70,218
1954,64587,1,1,49,66
1995,34824,0,0,65,4
1978,75437,0,0,25,795
1957,26091,1,1,84,15
1973,52845,1,0,7,384
1956,46086,0,1,34,244
1956,78028,0,1,38,158
1987,95169,0,0,1,1285
1981,56337,1,1,25,349
1987,22434,1,0,25,4
1954,36930,0,1,50,223
1954,36130,0,1,46,157
1953,65569,0,1,96,397
1952,83844,0,0,57,901
1968,19514,1,1,47,14
